genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI
(AKR1D1 + CYP11B1 + CYP11B2 + CYP19A1 + CYP1A2 + CYP2E1 + CYP3A7 + HSD11B2 + HSD17B11 + HSD17B12 + HSD17B3 + HSD17B7 + HSD3B1 + STS + UGT2B10 + UGT2B17 + UGT2B28)	STAD	0.668222350657819	1.11482204183428e-32	31.9527944531697	Overexpression	***	0.00028	3.55284196865778	Mutation	Microsatellite instability	0.0835	NS	0.0857	NS	0.276	NS	0.0179	Protective
(AKR1D1 + CYP11B1 + CYP11B2 + CYP1A1 + CYP2E1 + CYP3A5 + CYP7B1 + HSD11B1 + HSD11B1L + HSD17B1 + HSD17B6 + HSD17B7 + STS + SULT1E1 + UGT1A10 + UGT1A8 + UGT1A9 + UGT2A3 + UGT2B10 + UGT2B11)	CESC	0.423261304120311	0.00155939830328864	2.80704294265144	Underexpression	**	0.0029	2.53760200210104	Mutation	Microsatellite instability	0.187	NS	0.273	NS	0.647	NS	0.163	NS
(AKR1D1 + CYP11B1 + CYP11B2 + CYP3A5 + CYP3A7 + HSD11B1 + HSD17B12 + HSD17B2 + HSD17B6 + HSD3B2 + SULT1E1 + UGT1A4 + UGT1A5 + UGT1A6 + UGT1A7 + UGT1A8 + UGT2A1 + UGT2B11 + UGT2B28 + UGT2B4)	LUAD	0.63728823362547	5.98788783592295e-66	65.2227263433818	Underexpression	****	1.3e-19	18.8860566476932	Mutation	Tumor mutational burden	0.271	NS	0.767	NS	0.19	NS	0.563	NS
(AKR1D1 + CYP11B1 + CYP7A1 + DHRS11 + HSD17B11 + UGT2A1 + UGT2A3 + UGT2B15)	LGG	0.65531784338655	0.0282496460494967	1.54898698925033	Underexpression	****	8.2e-18	17.0861861476163	Mutation	Microsatellite instability	0.286	NS	0.299	NS			0.542	NS
(AKR1D1 + CYP11B1 + CYP7A1 + DHRS11 + HSD17B11 + UGT2A1 + UGT2A3 + UGT2B15)	LGG	0.950101179491443	1.7351483235741e-07	6.76066339501923	Underexpression	****	8.2e-18	17.0861861476163	Mutation	Tumor mutational burden	0.286	NS	0.299	NS			0.542	NS
(AKR1D1 + CYP11B2 + CYP19A1 + CYP1A1 + CYP21A2 + CYP3A7 + HSD11B2 + SRD5A1 + SULT2B1 + UGT2B11 + UGT2B17 + UGT2B4 + UGT2B7)	LUSC	0.518202173201788	1.16574874389421e-31	30.9333950438298	Underexpression	****	1.1e-45	44.9586073148418	Mutation	Tumor mutational burden	0.489	NS	0.596	NS	0.389	NS	0.958	NS
(AKR1D1 + CYP1A1 + CYP2E1 + CYP3A7 + CYP7A1 + CYP7B1 + HSD17B11 + HSD17B2 + HSD17B6 + HSD3B1 + SULT1E1 + UGT1A3 + UGT1A5 + UGT1A6 + UGT1A7 + UGT1A8 + UGT1A9 + UGT2A1 + UGT2B10 + UGT2B4 + UGT2B7)	COAD	0.83424573189448	9.31956733777392e-66	65.0306042493605	Unchanged	ns	0.25	0.602059991327962	Mutation	Tumor mutational burden	0.667	NS	0.633	NS	0.689	NS	0.78	NS
(AKR1D1 + SLC27A5)	LUAD	0.192957776742402	0	Inf	Overexpression	****	1.3e-05	4.88605664769316	Mutation	Tumor mutational burden	0.365	NS	0.771	NS	0.633	NS	0.484	NS
(AKR1D1 + UGT2A3)	SARC	0.266679328255709	0.000498070702943838	3.30270900318636	Unchanged	ns	0.17	0.769551078621726	Mutation	Tumor mutational burden	0.311	NS	0.214	NS	0.00855	Risky	0.00334	Risky
(ALAD + ALAS1 + ALAS2 + BLVRA + EARS2 + GUSB + HEPH + PPOX + UGT1A3 + UGT1A4 + UGT1A5 + UGT1A6 + UGT1A7 + UGT2A3 + UGT2B10 + UGT2B15 + UGT2B17 + UGT2B28 + UGT2B4 + UROS)	STAD	0.821827771656765	1.56696994406671e-38	37.8049393336215	Overexpression	****	1.8e-07	6.74472749489669	Mutation	Tumor mutational burden	0.112	NS	0.174	NS	0.274	NS	0.0334	Protective
(ALAD + ALAS1 + BLVRA + CPOX + EARS2 + FECH + HEPH + UGT2B10 + UGT2B17 + UGT2B28 + UROS)	STAD	0.681570340750323	3.50030478783139e-05	4.45589413796109	Overexpression	****	2.5e-17	16.602059991328	Mutation	Microsatellite instability	0.218	NS	0.134	NS	0.188	NS	0.049	Protective
(ALAD + ALAS1 + BLVRA + EARS2 + EPRS + HEPH + HEPHL1 + MMAB + UGT2A1 + UGT2A3 + UGT2B15 + UROS)	LGG	0.680649867776811	5.72940396861237e-05	4.24189055545085	Overexpression	****	6.7e-71	70.1739251972992	Mutation	Microsatellite instability	0.267	NS	0.283	NS			0.393	NS
(ALAD + ALAS1 + BLVRA + EARS2 + EPRS + HEPH + HEPHL1 + MMAB + UGT2A1 + UGT2A3 + UGT2B15 + UROS)	LGG	0.961044775957467	8.41400486332173e-17	16.0749972412953	Overexpression	****	6.7e-71	70.1739251972992	Mutation	Tumor mutational burden	0.267	NS	0.283	NS			0.393	NS
(ALAD + BLVRA + BLVRB + CPOX + EPRS + HEPH + MMAB + UGT1A3 + UGT1A5 + UGT1A6 + UGT1A7 + UGT1A8 + UGT1A9 + UGT2A1 + UGT2A2 + UGT2A3 + UGT2B10 + UGT2B11 + UGT2B15 + UGT2B17 + UGT2B28 + UGT2B4 + UGT2B7 + UROS)	SKCM	0.825895479942793	3.03098217861294e-44	43.5184166171635	Underexpression	****	6.1e-77	76.2146701649892	Mutation	Tumor mutational burden	0.869	NS	0.818	NS			0.738	NS
(ALAS1 + ALAS2 + AMT + AOC2 + AOC3 + BHMT + DMGDH + GCAT + GLDC + GLYCTK + MAOA + MAOB + PGAM4 + PHGDH + PIPOX + PSPH + SDS + SHMT2)	GBM	0.995614540462953	1.0606419102016e-151	150.974431216167	Overexpression	****	6.8e-37	36.1674910872938	Mutation	Tumor mutational burden	0.723	NS	0.772	NS			0.514	NS
(ALAS1 + ALAS2 + BLVRA + COX15 + EPRS + FECH + HCCS + HEPH + HEPHL1 + UGT1A10 + UGT1A9 + UGT2A2 + UGT2A3 + UGT2B11 + UGT2B7 + UROD + UROS)	GBM	0.977421403111472	2.26291759469917e-10	9.64533126081286	Overexpression	****	3.4e-39	38.4685210829577	Mutation	Tumor mutational burden	0.624	NS	0.62	NS			0.557	NS
(ALAS1 + ALAS2 + BPGM + DAO + DMGDH + GLDC + PGAM2 + PGAM4)	READ	0.900557222809746	6.68144040505448e-54	53.1751299009179	Underexpression	****	7.5e-08	7.1249387366083	Mutation	Tumor mutational burden	0.998	NS	0.999	NS	0.999	NS	0.998	NS
(ALAS1 + ALAS2 + COX10 + EPRS + GUSB + HEPH + HEPHL1 + UGT1A3 + UGT1A5 + UGT1A6 + UGT1A7 + UGT1A8 + UGT1A9 + UGT2A1 + UGT2B10 + UGT2B4 + UGT2B7 + UROS)	COAD	0.88671086869644	0.00184649209343806	2.73365254763043	Overexpression	***	0.00011	3.95860731484178	Mutation	Tumor mutational burden	0.908	NS	0.892	NS	0.449	NS	0.606	NS
(ALAS1 + ALAS2 + HEPHL1 + UGT1A10 + UGT1A9 + UGT2A1 + UGT2A3 + UGT2B10 + UGT2B11 + UGT2B15 + UGT2B17 + UGT2B4 + UGT2B7 + UROS)	READ	0.980006834303301	6.14600217775096e-95	94.2114072901934	Unchanged	ns	0.059	1.22914798835786	Mutation	Tumor mutational burden	0.591	NS	0.999	NS	0.998	NS	0.607	NS
(ALAS1 + ALAS2)	BRCA	0.458500162778997	2.26779019086202e-40	39.6443971275418	Underexpression	****	1.8e-71	70.7447274948967	Mutation	Tumor mutational burden	0.000164	Risky	4.35e-05	Risky	0.996	NS	0.00271	Risky
(ALAS1 + AOC3 + CHDH + GCAT + GCSH + PGAM2 + PGAM4 + SARDH + SRR)	STAD	0.574041964738147	7.94611241848873e-07	6.09984529500883	Unchanged	ns	0.59	0.229147988357856	Mutation	Microsatellite instability	0.278	NS	0.162	NS	0.688	NS	0.153	NS
(ALAS1 + BLVRA + COX15 + CPOX + EARS2 + EPRS + FECH + GUSB + HCCS + HMOX2 + MMAB + PPOX + UGT1A10 + UGT1A3 + UGT1A4 + UGT1A5 + UGT1A6 + UGT1A7 + UGT1A8 + UGT1A9 + UGT2A2 + UGT2A3 + UGT2B11 + UGT2B15 + UGT2B17 + UGT2B28 + UGT2B4 + UROD + UROS)	UCEC	0.933015514899803	5.55616754100919e-23	22.2552246669951	Overexpression	****	9.3e-11	10.0315170514461	Mutation	Tumor mutational burden	0.122	NS	0.14	NS	0.332	NS	0.0392	Protective
(ALAS1 + BLVRB + COX15 + EPRS + HEPH + UGT2A3 + UGT2B10 + UGT2B28 + UGT2B7)	PRAD	0.687347614564669	1.43034270784069e-68	67.8445598937991	Unchanged	ns	0.37	0.431798275933005	Mutation	Microsatellite instability	0.998	NS	0.999	NS	0.997	NS	0.751	NS
(ALAS1 + CHDH + GCAT)	PRAD	0.566076292139804	3.86419730170189e-67	66.4129407070876	Overexpression	****	3.7e-31	30.431798275933	Mutation	Microsatellite instability	0.998	NS	0.999	NS	0.997	NS	0.396	NS
(ALAS1 + CHDH)	PRAD	0.808785800978167	4.25447196393054e-113	112.371154333906	Overexpression	****	9.2e-23	22.0362121726544	Mutation	Tumor mutational burden	0.998	NS	0.999	NS	0.998	NS	0.102	NS
(ALAS1 + COX15 + EPRS + HEPH + UGT2B10 + UGT2B7)	PRAD	0.907867912620741	6.57152272223658e-05	4.18233398611128	Underexpression	*	0.019	1.72124639904717	Mutation	Tumor mutational burden	0.998	NS	0.999	NS	0.997	NS	0.221	NS
(ALAS1 + EPRS + HEPH + HEPHL1 + HMBS + UGT1A5 + UGT1A8 + UGT2B7 + UROS)	COAD	0.659363400348376	2.17062498950286e-12	11.6634152014454	Overexpression	****	3.9e-12	11.4089353929735	Mutation	Microsatellite instability	0.937	NS	0.663	NS	0.416	NS	0.458	NS
(ALAS1 + GUSB + HEPH + UGT2B17)	SARC	0.708437885520194	5.1889986714985e-103	102.284916440494	Unchanged	ns	0.62	0.207608310501746	Mutation	Tumor mutational burden	0.994	NS	0.994	NS	0.959	NS	0.727	NS
(ALAS1 + UROD)	CESC	0.459810288052815	3.65271751031845e-15	14.4373839134584	Overexpression	*	0.025	1.60205999132796	Mutation	Microsatellite instability	0.00212	Risky	0.00103	Risky	0.998	NS	0.0118	Risky
(ALAS2 + AOC2 + MAOB + SARDH)	UCEC	0.835727215856667	8.75279593599281e-14	13.0578531966217	Underexpression	****	4.4e-33	32.3565473235138	Mutation	Tumor mutational burden	0.114	NS	0.998	NS	0.998	NS	0.997	NS
(ALAS2 + BLVRA + BLVRB + CPOX + FECH + GUSB + HEPH + HEPHL1 + HMBS + PPOX + UGT1A10 + UGT1A8 + UGT1A9 + UGT2A3 + UGT2B10 + UGT2B11 + UROS)	CESC	0.563385757812508	1.4012285781947e-05	4.85349101378534	Unchanged	ns	0.62	0.207608310501746	Mutation	Microsatellite instability	0.548	NS	0.786	NS	0.294	NS	0.464	NS
(ALAS2 + BLVRA + EARS2 + EPRS + HEPH + HEPHL1 + PPOX + UGT1A8 + UGT2A3 + UGT2B10 + UGT2B4)	PAAD	0.988282344600499	3.21081498539734e-36	35.4933847187673	Overexpression	****	4.8e-46	45.3187587626244	Mutation	Tumor mutational burden	0.681	NS	0.533	NS	0.2	NS	0.692	NS
(ALAS2 + COX10 + HEPHL1 + HMBS + UGT2A1 + UGT2B10)	UCEC	0.88572002399014	2.68563635336531e-07	6.57095279301448	Unchanged	ns	0.064	1.19382002601611	Mutation	Tumor mutational burden	0.123	NS	0.168	NS	0.998	NS	0.0557	NS
(ALAS2 + HEPHL1 + UGT2A1 + UGT2B10)	HNSC	0.438352235035087	2.73707228165628e-23	22.5627137334229	Unchanged	ns	0.98	0.00877392430750515	Mutation	Tumor mutational burden	0.815	NS	0.491	NS	0.764	NS	0.442	NS
(ALAS2 + HEPHL1)	UCS	0.73636026545597	3.49548225271676e-21	20.4564928985319	Underexpression	****	2.4e-05	4.61978875828839	Mutation	Tumor mutational burden	0.985	NS	0.942	NS	0.604	NS	0.789	NS
(ALDH18A1 + ALDH1B1 + ALDH4A1 + ALDH7A1 + ARG2 + CKM + CKMT2 + CNDP1 + CNDP2 + GOT1L1 + LAP3 + OAT + ODC1 + P4HA1 + SMOX + SMS + SRM)	LGG	0.663479294249136	4.59257990673273e-05	4.3379432786256	Overexpression	****	5.2e-47	46.2839966563652	Mutation	Microsatellite instability	0.28	NS	0.298	NS			0.41	NS
(ALDH18A1 + ALDH1B1 + ALDH4A1 + ALDH7A1 + ARG2 + CKM + CKMT2 + CNDP1 + CNDP2 + GOT1L1 + LAP3 + OAT + ODC1 + P4HA1 + SMOX + SMS + SRM)	LGG	0.984312270574632	2.54132793302856e-13	12.5949392899613	Overexpression	****	5.2e-47	46.2839966563652	Mutation	Tumor mutational burden	0.28	NS	0.298	NS			0.41	NS
(ALDH18A1 + ALDH1B1 + AMD1 + CARNS1 + CKM + CKMT1B + CKMT2 + GOT1L1 + HOGA1 + MAOB + P4HA1 + P4HA2 + PRODH2 + SMOX)	BRCA	0.780176431423976	1.31813458456886e-158	157.880040245014	Underexpression	****	1.5e-26	25.8239087409443	Mutation	Tumor mutational burden	0.661	NS	0.417	NS	0.828	NS	0.623	NS
(ALDH18A1 + ALDH2 + ALDH4A1 + ALDH7A1 + ALDH9A1 + AMD1 + AOC1 + ARG1 + ARG2 + CKB + CKMT1A + CKMT2 + DAO + L3HYPDH + LAP3 + OAT + P4HA1 + PRODH2 + SMOX + SMS)	STAD	0.853745233306533	1.61573781306721e-30	29.791629111121	Overexpression	****	8.7e-25	24.0604807473814	Mutation	Tumor mutational burden	0.116	NS	0.138	NS	0.227	NS	0.0375	Protective
(ALDH18A1 + ALDH2 + ARG2 + CKMT2 + DAO + GAMT + GOT1L1 + LAP3 + P4HA1 + PRODH2 + PYCR1 + SMOX)	COAD	0.738118730782024	1.6034746506993e-34	33.7949379014346	Overexpression	****	1.4e-18	17.8538719643218	Mutation	Tumor mutational burden	0.802	NS	0.36	NS	0.367	NS	0.588	NS
(ALDH18A1 + ALDH4A1 + ALDH9A1 + AOC1 + ARG2 + CKMT2 + HOGA1 + MAOA + MAOB + OAT + ODC1 + P4HA1 + P4HA2 + P4HA3 + SAT2 + SMOX)	GBM	0.995187579900009	0.00958339955484928	2.01848040469858	Overexpression	****	1.3e-74	73.8860566476932	Mutation	Tumor mutational burden	0.631	NS	0.657	NS			0.525	NS
(ALDH18A1 + AMD1 + ARG2 + CKB + CKM + CKMT1A + CNDP2 + DAO + HOGA1 + LAP3 + OAT + P4HA2 + P4HA3 + PYCR1 + SAT2 + SMOX)	PAAD	0.999814084344044	1.12496960827877e-18	17.9488592101172	Overexpression	****	9.1e-49	48.0409586076789	Mutation	Tumor mutational burden	0.677	NS	0.55	NS	0.23	NS	0.755	NS
(ALDH18A1 + PYCRL + SRM)	ACC	0.856763320251174	1.00976662953574e-21	20.995778985837	Unchanged	ns	0.53	0.275724130399211	Mutation	Tumor mutational burden	0.953	NS	0.936	NS			0.145	NS
(ALDH18A1 + SRM)	ACC	0.429472568027218	5.27868031751501e-10	9.27747463853762	Unchanged	ns	0.52	0.283996656365201	Mutation	Microsatellite instability	0.998	NS	0.998	NS			0.152	NS
(ALDH1A1 + DHRS4L2)	LIHC	0.944745783123737	1.4224091187864e-05	4.84697547218803	Overexpression	****	7.9e-11	10.1023729087096	Mutation	Microsatellite instability	0.0298	Risky	0.000361	Risky	0.0568	NS	0.0819	NS
(ALDH1A1 + DHRS4L2)	LIHC	0.450015803653113	3.47342273989683e-08	7.45924235678952	Overexpression	****	7.9e-11	10.1023729087096	Mutation	Tumor mutational burden	0.0298	Risky	0.000361	Risky	0.0568	NS	0.0819	NS
(ALDH1A2 + CYP1A2 + LRAT + UGT2A1 + UGT2B10)	HNSC	0.484538440836726	4.98293398234937e-29	28.3025148666502	Underexpression	*	0.037	1.43179827593301	Mutation	Tumor mutational burden	0.559	NS	0.448	NS	0.94	NS	0.256	NS
(ALDH1A2 + CYP1A2)	HNSC	0.411639255439283	2.59027059193223e-20	19.5866548650907	Underexpression	****	5.6e-06	5.2518119729938	Mutation	Microsatellite instability	0.956	NS	0.809	NS	0.714	NS	0.586	NS
(ALDH1A2 + CYP2C9 + UGT2B10 + UGT2B7)	PRAD	0.847796320159506	7.55182246998758e-135	134.121948228086	Underexpression	****	3.1e-18	17.5086383061657	Mutation	Tumor mutational burden	0.999	NS	0.999	NS	0.997	NS	0.167	NS
(ALDH1A3 + AOX1 + CYP1A1 + CYP1A2 + CYP26A1 + CYP2A7 + CYP2C18 + CYP3A5 + SDR16C5 + UGT2B11 + UGT2B4)	CESC	0.735799915947496	2.19987758795326e-25	24.6576014847939	Underexpression	***	0.00041	3.38721614328026	Mutation	Tumor mutational burden	0.996	NS	0.997	NS	0.997	NS	0.996	NS
(ALDH1A3 + CYP1A1 + CYP2A7 + DHRS3 + RETSAT)	PAAD	0.914194950100891	0.000756297498067473	3.12130733630532	Overexpression	****	1.2e-21	20.9208187539524	Mutation	Tumor mutational burden	0.89	NS	0.666	NS	0.247	NS	0.76	NS
(ALDH1A3 + CYP27C1 + CYP3A7 + LRAT + RETSAT + RPE65)	UCEC	0.630918855506619	3.26642151325483e-47	46.485927772732	Underexpression	****	1.2e-26	25.9208187539524	Mutation	Tumor mutational burden	0.0756	NS	0.152	NS	0.333	NS	0.0425	Protective
(ALDH1A3 + DHRS3)	UVM	0.994766336065213	2.23098523323084e-05	4.65150330427806	""	""			Mutation	Tumor mutational burden	0.997	NS	0.998	NS			0.997	NS
(ALDH1A3 + RDH13)	ESCA	0.956143229088264	4.58208880056381e-95	94.3389364984681	Unchanged	ns	0.4	0.397940008672038	Mutation	Microsatellite instability	0.995	NS	0.996	NS			0.246	NS
(ALDH1A3 + RDH13)	ESCA	0.689476900673136	2.43786956392667e-24	23.6129895346415	Unchanged	ns	0.4	0.397940008672038	Mutation	Tumor mutational burden	0.995	NS	0.996	NS			0.246	NS
(ALDH1B1 + ALDH2 + ALDH3A1 + ALDH3B1 + ALDH3B2 + ALDH7A1 + AOC1 + ASPA + C9orf41 + CARNS1 + CNDP1 + CNDP2 + HAL + HDC + HNMT + MAOA)	UCEC	0.947936087420191	5.74678001879644e-65	64.2405754269226	Unchanged	ns	0.3	0.522878745280338	Mutation	Tumor mutational burden	0.112	NS	0.177	NS	0.256	NS	0.0454	Protective
(ALDH1B1 + ALDH2 + ALDH3A1 + AMDHD1 + CARNS1 + CNDP2 + HAL + UROC1)	COAD	0.629132758165316	1.33111793316049e-22	21.8757834655983	Unchanged	ns	0.96	0.0177287669604316	Mutation	Microsatellite instability	0.894	NS	0.268	NS	0.997	NS	0.112	NS
(ALDH1B1 + ALDH2 + ALDH3A1 + HK1 + HK2 + HK3 + LDHAL6A + PCK1 + PCK2 + PDHA2 + PFKM + PFKP + PGM1 + PKLR)	COAD	0.774203280175075	1.12479417441158e-24	23.9489269416374	Overexpression	****	3e-05	4.52287874528034	Mutation	Microsatellite instability	0.845	NS	0.448	NS	0.964	NS	0.475	NS
(ALDH1B1 + ALDH2 + ALDH3B1 + ALDH3B2 + ALDH9A1 + C9orf41 + CARNS1 + CNDP1 + CNDP2 + FTCD + UROC1)	CESC	0.584030166705464	0.00202246345352884	2.69411931746559	Unchanged	ns	0.29	0.537602002101044	Mutation	Microsatellite instability	0.341	NS	0.3	NS	0.603	NS	0.287	NS
(ALDH1B1 + ALDH2 + ALDH3B1 + ALDH3B2 + ALDH9A1 + CARNS1 + CNDP1 + CNDP2 + DPYS + GAD2 + MLYCD)	CESC	0.606632438124504	7.01804307573251e-29	28.1537839704758	Unchanged	ns	0.71	0.148741651280925	Mutation	Microsatellite instability	0.383	NS	0.488	NS	0.737	NS	0.451	NS
(ALDH1B1 + ALDH2 + ALDH3B2 + ALDOA + ALDOB + G6PC2 + HK1 + LDHA + PFKM + PGAM2 + PKLR)	CESC	0.716819438519938	1.64851566049484e-23	22.7829069228101	Unchanged	ns	0.93	0.0315170514460649	Mutation	Tumor mutational burden	0.309	NS	0.472	NS	0.928	NS	0.376	NS
(ALDH1B1 + ALDH2 + ALDH3B2 + AMDHD1 + CARNS1 + MAOA + UROC1)	CESC	0.652231302850106	4.10559897885981e-18	17.3866234733224	Unchanged	ns	0.84	0.0757207139381184	Mutation	Tumor mutational burden	0.403	NS	0.335	NS	0.997	NS	0.209	NS
(ALDH1B1 + ALDH2 + ALDH4A1 + ALDH9A1 + CARNS1 + CKM + CKMT2 + CNDP1 + CNDP2 + GOT1L1 + LAP3 + OAT + ODC1 + P4HA2 + PYCR1 + PYCRL)	CESC	0.574865755754069	2.8206469051115e-25	24.5496512763967	Unchanged	ns	0.28	0.552841968657781	Mutation	Microsatellite instability	0.29	NS	0.256	NS	0.661	NS	0.349	NS
(ALDH1B1 + ALDH2 + ALDH4A1 + AMD1 + CARNS1 + HOGA1 + LAP3 + MAOA + P4HA2 + PYCRL)	CESC	0.701477731919629	3.98440133644884e-22	21.3996369229023	Unchanged	ns	0.44	0.356547323513813	Mutation	Tumor mutational burden	0.234	NS	0.366	NS	0.462	NS	0.262	NS
(ALDH1B1 + ALDH2 + ALDH9A1 + GUSB + KL + UGDH + UGT1A10 + UGT1A8 + UGT1A9 + UGT2A3 + UGT2B10 + UGT2B11)	CESC	0.520615141814962	6.03285196714668e-20	19.2194773311796	Unchanged	ns	0.58	0.236572006437063	Mutation	Microsatellite instability	0.125	NS	0.195	NS	0.997	NS	0.0991	NS
(ALDH1B1 + ALDH2 + BCAT1 + COASY + DPYD + DPYS + GADL1 + PANK1 + PANK2 + PANK3 + PPCDC + PPCS + UPB1 + VNN2)	UCEC	0.933744115076298	2.97978570473056e-55	54.5258149676685	Underexpression	****	6.1e-21	20.2146701649892	Mutation	Tumor mutational burden	0.135	NS	0.208	NS	0.318	NS	0.0692	NS
(ALDH1B1 + ALDH2 + BCAT1 + CSAD + DPYD + PANK1 + PANK3 + UPB1)	COAD	0.582752013567202	1.2043313882841e-18	17.9192539945562	Underexpression	****	3.6e-41	40.4436974992327	Mutation	Microsatellite instability	0.855	NS	0.232	NS	0.493	NS	0.186	NS
(ALDH1B1 + ALDH2 + DPYD + DPYS + PANK3)	CESC	0.747019194308211	1.43384222896535e-26	25.8434986330889	Underexpression	***	0.00042	3.3767507096021	Mutation	Tumor mutational burden	0.155	NS	0.995	NS	0.997	NS	0.996	NS
(ALDH1B1 + ALDH2 + GUSB + KL + UGT2B11 + UGT2B4)	CESC	0.687471290364136	5.36375329929707e-21	20.2705312053204	Underexpression	**	0.0035	2.45593195564972	Mutation	Tumor mutational burden	0.996	NS	0.996	NS	0.997	NS	0.995	NS
(ALDH1B1 + ALDH2 + KL + UGDH + UGT1A5 + UGT1A8 + UGT2B7)	COAD	0.583368780463028	1.13159668353013e-18	17.9463083340382	Unchanged	ns	0.06	1.22184874961636	Mutation	Microsatellite instability	0.725	NS	0.527	NS	0.584	NS	0.649	NS
(ALDH1B1 + ALDH3A1 + ALDH3B1 + CARNS1 + CSAD + EHHADH + HADHA + HIBCH + SMOX)	BRCA	0.671587865659229	1.11377708014357e-101	100.953201723481	Underexpression	****	9.2e-76	75.0362121726544	Mutation	Tumor mutational burden	0.577	NS	0.566	NS	0.996	NS	0.762	NS
(ALDH1B1 + ALDH3A1 + ALDH3B1 + CARNS1 + HDC + MAOB)	BRCA	0.641001842529694	9.60953887710855e-90	89.0172974518665	Underexpression	****	2.2e-83	82.6575773191778	Mutation	Tumor mutational burden	0.287	NS	0.28	NS	0.996	NS	0.947	NS
(ALDH1B1 + ALDH3A1 + ALDH3B2 + ALDOB + HKDC1 + LDHAL6B + PGM2)	HNSC	0.561764600741655	5.47101955167278e-41	40.2619317331903	Overexpression	*	0.03	1.52287874528034	Mutation	Tumor mutational burden	0.477	NS	0.339	NS	0.541	NS	0.578	NS
(ALDH1B1 + ALDH3A1 + ALDH3B2 + C9orf41 + CNDP1)	HNSC	0.713551906441388	2.21391027230561e-76	75.6548399846462	Underexpression	*	0.013	1.88605664769316	Mutation	Tumor mutational burden	0.581	NS	0.412	NS	0.486	NS	0.282	NS
(ALDH1B1 + ALDH3A1 + ALDH7A1 + AMDHD1 + ASPA + CNDP1 + CNDP2)	LGG	0.69056842094331	4.36704204298694e-71	70.3598126269591	Overexpression	****	1.8e-24	23.7447274948967	Mutation	Microsatellite instability	0.272	NS	0.289	NS			0.36	NS
(ALDH1B1 + ALDH3A1 + ALDH7A1 + AMDHD1 + ASPA + CNDP1 + CNDP2)	LGG	0.947765174990821	7.0398665095781e-249	248.152435575901	Overexpression	****	1.8e-24	23.7447274948967	Mutation	Tumor mutational burden	0.272	NS	0.289	NS			0.36	NS
(ALDH1B1 + ALDH3B2 + ALDH7A1 + AOC1 + CNDP1 + FTCD + HAL + HDC + MAOA + MAOB + UROC1)	SKCM	0.720103160563174	3.33611463633665e-12	11.4767590344513	Underexpression	****	1.1e-55	54.9586073148418	Mutation	Tumor mutational burden	0.799	NS	0.811	NS			0.57	NS
(ALDH1B1 + ALDH4A1 + CARNS1 + GATM)	ESCA	0.702048914810777	1.15296171790891e-26	25.9381851124598	Underexpression	****	4e-08	7.39794000867204	Mutation	Microsatellite instability	0.563	NS	0.997	NS			0.476	NS
(ALDH1B1 + ALDH4A1 + CARNS1 + GATM)	ESCA	0.823406956384894	0.00392390274698079	2.40628176504668	Underexpression	****	4e-08	7.39794000867204	Mutation	Tumor mutational burden	0.563	NS	0.997	NS			0.476	NS
(ALDH1B1 + ALDH7A1 + ASH1L + DHTKD1 + DOT1L + ECHS1 + EHHADH + EHMT1 + EHMT2 + GCDH + KMT2A + NSD1 + PIPOX + PLOD1 + PLOD3 + PRDM2 + SETD1A + SETD7 + SETDB1 + SETDB2 + SETMAR + TMLHE + WHSC1L1)	LGG	0.690709170170987	5.72802187423894e-20	19.241995332208	Overexpression	****	5.5e-178	177.259637310506	Mutation	Microsatellite instability	0.318	NS	0.335	NS			0.439	NS
(ALDH1B1 + ALDH7A1 + ASH1L + DHTKD1 + DOT1L + ECHS1 + EHHADH + EHMT1 + EHMT2 + GCDH + KMT2A + NSD1 + PIPOX + PLOD1 + PLOD3 + PRDM2 + SETD1A + SETD7 + SETDB1 + SETDB2 + SETMAR + TMLHE + WHSC1L1)	LGG	0.978462934814271	4.23990155980309e-50	49.3726442265513	Overexpression	****	5.5e-178	177.259637310506	Mutation	Tumor mutational burden	0.318	NS	0.335	NS			0.439	NS
(ALDH1B1 + ALDOA + PFKL)	ESCA	0.961329452214913	0.00159096549964741	2.79833923799969	Underexpression	****	3.1e-06	5.50863830616573	Mutation	Microsatellite instability	0.894	NS	0.998	NS			0.374	NS
(ALDH1B1 + ALDOA + PFKL)	ESCA	0.868829993684795	6.34079666384272e-05	4.19785617351025	Underexpression	****	3.1e-06	5.50863830616573	Mutation	Tumor mutational burden	0.894	NS	0.998	NS			0.374	NS
(ALDH1B1 + ALDOC + FBP1 + HK3 + PFKM + PFKP)	PRAD	0.876892272272239	2.55877862786399e-31	30.5919672853734	Unchanged	ns	0.11	0.958607314841775	Mutation	Tumor mutational burden	0.998	NS	0.999	NS	0.997	NS	0.138	NS
(ALDH1B1 + AOC2 + CARNS1)	ESCA	0.798239589452945	1.44910173960943e-39	38.8389011221894	Underexpression	****	5.4e-17	16.267606240177	Mutation	Microsatellite instability	0.84	NS	0.997	NS			0.306	NS
