genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI
(CTPS2 + DCK + DTYMK + ENTPD6 + NT5C3A + RRM1 + UMPS)	BRCA	0.403179141606605	4.61576314966997e-46	45.335756484391	Overexpression	****	3.6e-106	105.443697499233	Gene expression	Stemness	0.158	NS	0.565	NS	0.732	NS	0.877	NS
(CTPS2 + DCK + DTYMK + NME1 + NT5C3A + NT5M + NUDT2 + TK1)	LUSC	0.738584741149246	2.35502218821979e-05	4.6280049967406	Overexpression	****	4.7e-119	118.327902142064	Gene expression	Stemness	0.679	NS	0.994	NS	0.065	NS	0.985	NS
(CTPS2 + DCK + DTYMK + NME1 + NT5M)	LUSC	0.281037180484371	0.00269248623398216	2.56984650846484	Overexpression	****	8.5e-106	105.070581074286	Gene expression	Microsatellite instability	0.698	NS	0.777	NS	0.149	NS	0.791	NS
(CTPS2 + DCTPP1 + ENTPD8 + NME2 + NME6 + NT5C3B)	LUAD	0.512873142349944	3.26344401281754e-25	24.4863238335986	Overexpression	****	5.4e-120	119.267606240177	Gene expression	Stemness	0.345	NS	0.178	NS	0.0323	Risky	0.265	NS
(CTPS2 + ENTPD5 + UPB1)	THCA	-0.245801216571717	0.00449132869611025	2.34762516010469	Underexpression	****	3.7e-90	89.431798275933	Gene expression	Stemness	0.482	NS	0.569	NS	0.379	NS	0.971	NS
(CTPS2 + NT5C3B + NT5E + NT5M + UCK2)	LGG	0.503024190446677	0.00532833512009639	2.27340846847895	Overexpression	****	4.4e-203	202.356547323514	Gene expression	Stemness	0.349	NS	0.47	NS	0.691	NS	0.86	NS
(CYB5R2 + CYB5R4 + HK3 + NPL + PGM3 + PMM1 + PMM2 + UAP1)	THCA	-0.393514844023723	0.00470906120378145	2.32706566498479	Underexpression	****	8.4e-28	27.0757207139381	Gene expression	Stemness	0.455	NS	0.501	NS	0.217	NS	0.387	NS
(CYB5R2 + CYB5RL + FPGT + FUK + GFPT1 + GFPT2 + GNPDA1 + GNPDA2 + GNPNAT1 + HEXA + HEXB + PGM3 + UGDH)	THYM	-0.793046420568094	0.0123763241308329	1.90740832516609	Overexpression	****	3.9e-23	22.4089353929735	Gene expression	Stemness	0.519	NS	0.695	NS			0.952	NS
(CYB5R2 + GALE + GALK2 + GFPT1 + GMPPA + GNPDA1 + GNPNAT1 + GPI + HK2 + HKDC1 + NANP + NANS + PGM3 + PMM2 + TSTA3)	ESCA	0.478980830247999	2.96583048336379e-17	16.5278536753722	Overexpression	****	3.4e-81	80.4685210829577	Gene expression	Stemness	0.997	NS	0.747	NS	0.205	NS	0.809	NS
(CYB5R2 + GALT + HEXB + UAP1L1)	LUAD	-0.293808276631129	0.0128644788776865	1.89060780176837	Underexpression	****	1.1e-85	84.9586073148418	Gene expression	Stemness	0.262	NS	0.275	NS	0.388	NS	0.608	NS
(CYB5R2 + GCK + GFPT2)	SKCM	-0.285525266994435	7.20270273966643e-15	14.1425045084756	Underexpression	****	2.6e-95	94.5850266520292	Gene expression	Stemness	0.338	NS	0.755	NS			0.425	NS
(CYB5R2 + GCK)	LGG	-0.401192723751739	0.00899499877757689	2.04599889133918	Underexpression	****	8e-65	64.0969100130081	Gene expression	Stemness	4.59e-08	Risky	1.13e-07	Risky	0.0727	NS	3.22e-09	Risky
(CYB5R3 + FPGT + GALT + GCK + GNPDA2)	TGCT	-0.670630627443069	1.4731865159328e-09	8.83174226489368	Underexpression	****	3.9e-29	28.4089353929735	Gene expression	Stemness	0.726	NS	0.804	NS	0.761	NS	0.315	NS
(CYB5R3 + GALK1 + HK2 + NPL)	GBM	-0.519333721265838	1.29619006217535e-12	11.8873313125843	Overexpression	****	8.1e-90	89.0915149811213	Gene expression	Stemness	0.0327	Risky	0.0454	Risky			0.108	NS
(CYB5R3 + GCK + GFPT2 + GNPDA2 + HK3 + NAGK + UGP2)	READ	-0.714465928329187	3.4104348228677e-31	30.4671902458952	Underexpression	****	1e-28	28	Gene expression	Stemness	0.623	NS	0.604	NS	0.979	NS	0.287	NS
(CYB5R3 + GCK + HK3 + NPL)	LUAD	-0.45608683982328	6.21867749711429e-29	28.2063019652729	Underexpression	****	9.4e-107	106.0268721464	Gene expression	Stemness	0.499	NS	0.268	NS	0.76	NS	0.328	NS
(CYB5R3 + GCK)	BRCA	-0.481218521634396	3.32263825172153e-68	67.4785169394415	Underexpression	****	2.5e-114	113.602059991328	Gene expression	Stemness	0.364	NS	0.275	NS	0.454	NS	0.628	NS
(CYB5R3 + GFPT1 + UXS1)	SARC	-0.341638574122908	5.20360752540033e-07	6.28369546691074	Unchanged	ns	0.29	0.537602002101044	Gene expression	Stemness	0.409	NS	0.728	NS	0.466	NS	0.901	NS
(CYB5R3 + GFPT2)	PRAD	-0.751393902359624	6.87662209823096e-12	11.1626248414661	Underexpression	****	4.6e-50	49.3372421683184	Gene expression	Stemness	0.519	NS	0.268	NS	0.745	NS	0.349	NS
(CYB5R3 + GNE + GNPDA2)	KICH	-0.495708670103641	6.26582219776115e-06	5.2030219330462	Unchanged	ns	0.24	0.619788758288394	Gene expression	Stemness	0.342	NS	0.368	NS	0.701	NS	0.492	NS
(CYB5R3 + GNE + PGM1)	STAD	-0.388356876023276	1.37972415703904e-23	22.8602077317512	Overexpression	****	5.5e-21	20.2596373105058	Gene expression	Stemness	0.392	NS	0.212	NS	0.676	NS	0.519	NS
(CYB5R3 + GNE)	STAD	-0.315301020822976	0.00335203412220551	2.47469156909602	Overexpression	****	1.3e-24	23.8860566476932	Gene expression	Microsatellite instability	0.799	NS	0.519	NS	0.65	NS	0.684	NS
(CYB5R3 + HK3)	LAML	-0.387262029251418	2.44100836202016e-33	32.612430732843	Overexpression	****	2.4e-32	31.6197887582884	Gene expression	Stemness	0.000913	Risky						
(CYB5R3 + HK3)	OV	-0.211482314185644	1.7115651434714e-12	11.7666065666332	Underexpression	****	1.1e-16	15.9586073148418	Gene expression	Stemness	0.571	NS	0.399	NS	0.213	NS	0.136	NS
(CYB5R3 + PGM3)	HNSC	-0.341394952341451	0.0011513790772687	2.93878166675974	Overexpression	****	7.5e-09	8.1249387366083	Gene expression	Stemness	0.0194	Risky	0.0141	Risky	0.83	NS	0.115	NS
(CYB5R3 + PMM1 + RENBP)	LUSC	-0.465793432605769	0.00377124191616093	2.42351560774714	Underexpression	****	3.2e-98	97.4948500216801	Gene expression	Stemness	0.308	NS	0.939	NS	0.663	NS	0.258	NS
(CYB5R3 + PMM1 + UGP2)	UCEC	-0.349864754510914	3.49418159386389e-10	9.45665452832742	Underexpression	****	4.3e-34	33.3665315444204	Gene expression	Stemness	0.63	NS	0.577	NS	0.711	NS	0.104	NS
(CYB5R3 + UAP1L1)	THYM	-0.623712180722599	5.09632044230465e-06	5.29274327259786	Overexpression	****	1.5e-07	6.82390874094432	Gene expression	Stemness	0.364	NS	0.776	NS			0.152	NS
(CYB5RL + GALE + GALK1 + GMDS + GPI + NANP + PGM3)	COAD	0.402731834993549	6.82731673362717e-06	5.16574994884369	Overexpression	****	6.2e-95	94.2076083105017	Gene expression	Stemness	0.0894	NS	0.185	NS	0.421	NS	0.173	NS
(CYB5RL + GMDS + UXS1)	LAML	0.417501935425216	0.00318503609979191	2.49688564092625	Overexpression	****	4.9e-20	19.3098039199715	Gene expression	Stemness	0.788	NS						
(CYB5RL + GMDS)	ESCA	0.303454968035048	0.000564992143783552	3.24795759100388	Overexpression	****	1.5e-26	25.8239087409443	Gene expression	Stemness	0.896	NS	0.75	NS	0.00859	Protective	0.247	NS
(CYB5RL + PGM2)	BLCA	0.260963424362316	1.70962503254698e-06	5.76709913180244	Unchanged	ns	0.23	0.638272163982407	Gene expression	Stemness	0.189	NS	0.273	NS	0.637	NS	0.164	NS
(CYC1 + UQCRC1 + UQCRC2)	STAD	0.4708546947203	9.87223784339713e-63	62.0055843900987	Overexpression	****	1.2e-12	11.9208187539524	Gene expression	Stemness	0.349	NS	0.197	NS	0.057	NS	0.00786	Protective
(CYC1 + UQCRC1 + UQCRC2)	STAD	0.327033958929758	3.93950495728956e-10	9.40455834868841	Overexpression	****	1.2e-12	11.9208187539524	Gene expression	Tumor mutational burden	0.349	NS	0.197	NS	0.057	NS	0.00786	Protective
(CYC1 + UQCRC1)	STAD	0.288313861372954	7.20670039116969e-06	5.14226353277148	Overexpression	****	1.7e-13	12.7695510786217	Gene expression	Microsatellite instability	0.431	NS	0.273	NS	0.11	NS	0.0129	Protective
(CYCS + NDUFA13 + NDUFS3)	SARC	0.467781522441814	7.41924144764728e-23	22.1296404952522	Unchanged	ns	0.38	0.42021640338319	Gene expression	Stemness	0.592	NS	0.309	NS	0.7	NS	0.239	NS
(CYCS + NDUFA13 + NDUFS3)	UCEC	0.527996064255877	2.68884677011193e-29	28.5704339463044	Overexpression	****	5.8e-35	34.2365720064371	Gene expression	Stemness	0.9	NS	0.489	NS	0.526	NS	0.639	NS
(CYP11A1 + CYP1A1 + CYP1A2 + CYP3A7 + CYP7A1 + HSD17B2 + HSD17B3 + HSD3B1 + HSD3B2)	BRCA	-0.490076487338118	4.31070543151025e-71	70.3654516532863	Underexpression	****	2.6e-129	128.585026652029	Gene expression	Stemness	0.705	NS	0.668	NS	0.565	NS	0.746	NS
(CYP11A1 + CYP1A2 + CYP21A2 + CYP2E1 + CYP3A7 + HSD11B1 + STS + SULT1E1)	THCA	-0.559023957508388	1.42058039571289e-54	53.8475341829713	Underexpression	****	9.1e-93	92.0409586076789	Gene expression	Stemness	0.111	NS	0.656	NS	0.844	NS	0.722	NS
(CYP11A1 + CYP21A2 + HSD11B1)	ESCA	-0.510468395461027	0.00252785822501306	2.59724728712268	Underexpression	****	3.5e-74	73.4559319556497	Gene expression	Stemness	0.861	NS	0.737	NS	0.839	NS	0.498	NS
(CYP11A1 + CYP21A2 + HSD17B2 + LRTOMT + SULT1E1)	LUAD	-0.483892351392138	9.28672404552522e-06	5.03213745929597	Underexpression	****	1.4e-70	69.8538719643218	Gene expression	Stemness	0.977	NS	0.162	NS	0.721	NS	0.61	NS
(CYP11A1 + CYP2E1)	SKCM	-0.206864592227099	7.82884631908925e-12	11.1063022320888	Underexpression	****	8.1e-145	144.091514981121	Gene expression	Stemness	0.743	NS	0.616	NS			0.308	NS
(CYP11A1 + CYP3A4 + HSD17B6 + UGT2B7)	THYM	0.476453303322045	0.000566304984412256	3.24694961585323	Overexpression	****	3.5e-13	12.4559319556497	Gene expression	Stemness	0.958	NS	0.283	NS			0.385	NS
(CYP11A1 + CYP7A1 + HSD11B1L + UGT2B11)	READ	-0.644069728021791	2.05258831775952e-13	12.6876981471974	Underexpression	****	7e-32	31.1549019599857	Gene expression	Stemness	0.476	NS	0.341	NS	0.564	NS	0.543	NS
(CYP11A1 + CYP7A1 + HSD17B6 + HSD3B2 + LRTOMT + UGT1A5)	COAD	-0.595149326751373	1.78892572362197e-11	10.7474076910094	Underexpression	****	5.7e-82	81.2441251443275	Gene expression	Stemness	0.635	NS	0.451	NS	0.913	NS	0.722	NS
(CYP11A1 + HSD3B1)	BRCA	-0.152262191498196	0.000778055338304121	3.10898951320898	Underexpression	****	1.5e-38	37.8239087409443	Gene expression	Microsatellite instability	0.701	NS	0.89	NS	0.572	NS	0.798	NS
(CYP11A1 + SRD5A1)	KICH	0.695012444182967	3.32526023460784e-07	6.47817436117842	Overexpression	****	2.1e-18	17.6777807052661	Gene expression	Stemness	0.622	NS	0.65	NS	0.455	NS	0.636	NS
(CYP11A1 + SULT1E1)	LUAD	-0.213324442553986	1.4973906309995e-05	4.82466488852997	Underexpression	****	1.7e-84	83.7695510786217	Gene expression	Microsatellite instability	0.319	NS	0.132	NS	0.57	NS	0.8	NS
(CYP11A1 + UGT1A8 + UGT2B15)	PAAD	-0.38919658427758	3.58733569054858e-06	5.44522798163698	Overexpression	****	1.5e-36	35.8239087409443	Gene expression	Microsatellite instability	0.431	NS	0.552	NS	0.842	NS	0.335	NS
(CYP11A1 + UGT2B15)	PAAD	-0.407287858685137	0.0147069173823469	1.8324783472678	Overexpression	****	4.2e-13	12.3767507096021	Gene expression	Stemness	0.762	NS	0.73	NS	0.518	NS	0.718	NS
(CYP11A1 + UGT2B4)	HNSC	-0.296869352970765	1.16296429122636e-13	12.9344336200621	Underexpression	****	1.6e-12	11.7958800173441	Gene expression	Stemness	0.663	NS	0.694	NS	0.79	NS	1	NS
(CYP17A1 + CYP1A1 + CYP1A2 + CYP21A2 + CYP3A5 + CYP3A7 + `CYP3A7-CYP3A51P` + CYP7A1 + CYP7B1 + HSD11B1 + HSD17B11 + HSD17B6 + SRD5A2 + STS)	LUSC	-0.684400637871639	0.00763974392717071	2.11692119808406	Underexpression	****	3.3e-125	124.481486060122	Gene expression	Stemness	0.0544	NS	0.512	NS	0.507	NS	0.529	NS
(CYP17A1 + CYP21A2 + CYP2E1 + CYP3A5 + CYP7A1 + HSD17B11 + HSD17B6 + HSD3B2)	UCEC	-0.637159192054817	0.00108408708287503	2.96493583025791	Underexpression	****	2.1e-41	40.6777807052661	Gene expression	Stemness	0.457	NS	0.593	NS	0.0891	NS	0.482	NS
(CYP17A1 + CYP21A2)	LAML	-0.335609162149115	0.000203755058043826	3.69089160146771	Underexpression	****	3.1e-20	19.5086383061657	Gene expression	Stemness	0.913	NS						
(CYP17A1 + CYP2E1)	THYM	-0.595171756212465	1.55503811876239e-12	11.8082589606145	Overexpression	****	3.8e-23	22.4202164033832	Gene expression	Stemness	0.474	NS	0.0232	Protective			0.0953	NS
(CYP17A1 + HSD11B1L)	LGG	0.400140664206415	1.77716048090129e-05	4.75027335282331	Underexpression	****	1.5e-24	23.8239087409443	Gene expression	Stemness	3.1e-12	Protective	3.85e-13	Protective	0.746	NS	5.06e-10	Protective
(CYP19A1 + CYP21A2 + `CYP3A7-CYP3A51P` + HSD11B2 + HSD17B2 + UGT1A6 + UGT2A1 + UGT2B7)	PRAD	-0.502468862939036	0.0125772176173361	1.90041542463703	Underexpression	****	5.5e-23	22.2596373105058	Gene expression	Stemness	0.355	NS	0.576	NS	0.94	NS	0.457	NS
(CYP19A1 + STS)	GBM	-0.419023325229239	2.99628837589665e-08	7.52341639056082	Overexpression	****	7.9e-80	79.1023729087096	Gene expression	Stemness	0.216	NS	0.29	NS			0.0693	NS
(CYP19A1 + UGT2B15)	THYM	-0.462170791331325	7.3671625882707e-08	7.13269974545534	Underexpression	****	2.8e-05	4.55284196865778	Gene expression	Stemness	0.358	NS	0.836	NS			0.713	NS
(CYP1A1 + CYP7B1)	THCA	-0.182837170753693	0.022375460841997	1.65022801124891	Underexpression	****	1.4e-84	83.8538719643218	Gene expression	Tumor mutational burden	0.441	NS	0.578	NS	0.53	NS	0.567	NS
(CYP1A1 + DLST)	COAD	0.273234725163921	0.000748053469160443	3.12606735864435	Underexpression	****	1.5e-48	47.8239087409443	Gene expression	Microsatellite instability	0.327	NS	0.269	NS	0.0495	Protective	0.161	NS
(CYP1A1 + HSD17B1)	COAD	0.316712984716617	2.84452083711026e-05	4.54599088052554	Underexpression	****	3.3e-46	45.4814860601221	Gene expression	Microsatellite instability	0.7	NS	0.488	NS	0.0893	NS	0.368	NS
(CYP1A1 + LRAT)	THCA	-0.195161374587991	0.036825363616649	1.43385295620496	Underexpression	****	1.3e-72	71.8860566476932	Gene expression	Tumor mutational burden	0.693	NS	0.661	NS	0.817	NS	0.669	NS
(CYP1A1 + RDH5)	COAD	0.278087162472775	0.000533096607808273	3.27319408096188	Underexpression	****	8.1e-67	66.0915149811213	Gene expression	Microsatellite instability	0.531	NS	0.518	NS	0.132	NS	0.324	NS
(CYP1A2 + CYP2C8 + PLA2G16 + PLA2G2A + PLA2G2C + PLA2G4C)	LUSC	-0.624812073365173	1.92521668221435e-10	9.71552038376891	Underexpression	****	2e-120	119.698970004336	Gene expression	Stemness	0.187	NS	0.536	NS	0.531	NS	0.217	NS
(CYP1A2 + CYP2E1 + `JMJD7-PLA2G4B` + PLA2G2A + PLA2G2F + PLA2G5 + PLB1)	THCA	-0.606712807407015	0.00567880407401357	2.24574311477183	Underexpression	****	3.9e-92	91.4089353929735	Gene expression	Stemness	0.736	NS	0.924	NS	0.47	NS	0.574	NS
(CYP1A2 + HSD11B1 + SRD5A1 + UGT1A4 + UGT2B17)	LIHC	-0.294436337997911	6.77059474742113e-07	6.16937318003301	Underexpression	****	1.5e-24	23.8239087409443	Gene expression	Stemness	0.264	NS	0.167	NS	0.413	NS	0.279	NS
(CYP1A2 + LRAT + UGT1A4 + UGT2B17)	LIHC	-0.304710455715059	7.06745973879434e-05	4.15073665687725	Underexpression	****	1.7e-30	29.7695510786217	Gene expression	Stemness	0.275	NS	0.1	NS	0.623	NS	0.45	NS
(CYP1A2 + PLA2G12A + PLA2G2A)	LIHC	-0.35296042245806	1.36068738538552e-09	8.86624164143655	Underexpression	****	4.7e-40	39.3279021420643	Gene expression	Stemness	0.581	NS	0.453	NS	0.357	NS	0.16	NS
(CYP1A2 + PLA2G2A + PLA2G4C + PLB1)	BRCA	-0.444347089078597	5.06498095953329e-57	56.2954221829168	Underexpression	****	1.8e-75	74.7447274948967	Gene expression	Stemness	0.475	NS	0.432	NS	0.721	NS	0.771	NS
(CYP1A2 + PLA2G3)	KIRC	0.250043295434132	2.59348368674637e-08	7.58611647941449	Underexpression	****	4e-49	48.397940008672	Gene expression	Stemness	0.00528	Risky	0.145	NS	0.0606	NS	0.675	NS
(CYP21A2 + CYP2E1 + CYP3A7 + CYP7B1 + HSD11B2 + HSD17B11 + STS + SULT1E1)	SARC	-0.502037568140647	0.00151430225377805	2.81978743127805	Unchanged	ns	0.09	1.04575749056068	Gene expression	Stemness	0.686	NS	0.667	NS	0.0867	NS	0.295	NS
(CYP21A2 + CYP2E1 + CYP7A1 + HSD11B1 + HSD17B6 + HSD3B2 + UGT1A8)	BLCA	-0.604779716792564	6.0998592187023e-42	41.2146801881444	Underexpression	****	2.6e-11	10.5850266520292	Gene expression	Stemness	0.877	NS	1	NS	0.658	NS	0.813	NS
(CYP21A2 + CYP3A5 + HSD11B1L + HSD11B2 + HSD17B12 + LRTOMT + SULT2B1 + UGT2A3 + UGT2B10 + UGT2B4 + UGT2B7)	TGCT	-0.834319205654302	3.0226881370407e-05	4.51960665842888	Underexpression	****	2.3e-25	24.6382721639824	Gene expression	Stemness	0.562	NS	0.709	NS	0.508	NS	0.33	NS
(CYP21A2 + CYP7A1 + HSD11B1 + HSD17B6)	CESC	-0.440770546925177	5.85088356572465e-05	4.2327785443891	Underexpression	****	5.7e-08	7.24412514432751	Gene expression	Stemness	0.572	NS	0.222	NS	0.0149	Risky	0.906	NS
(CYP21A2 + CYP7B1)	PCPG	-0.28754973364232	1.42060579666361e-08	7.84752641755789	Underexpression	**	0.0034	2.46852108295775	Gene expression	Microsatellite instability	0.291	NS	0.404	NS	0.368	NS	0.898	NS
(CYP21A2 + HSD11B1)	BLCA	-0.246860293892287	7.75358029244528e-07	6.11049771140314	Underexpression	****	4.2e-10	9.3767507096021	Gene expression	Microsatellite instability	0.206	NS	0.283	NS	0.16	NS	0.535	NS
(CYP21A2 + HSD11B1)	LUSC	-0.249741706063167	3.03335214435443e-07	6.51807716915769	Underexpression	****	5e-120	119.301029995664	Gene expression	Microsatellite instability	0.203	NS	0.847	NS	0.985	NS	0.219	NS
(CYP24A1 + CYP27B1 + CYP51A1 + LIPA + SC5D)	THYM	-0.685664281052142	0.00013122262019385	3.88199129469662	Overexpression	****	4e-29	28.397940008672	Gene expression	Stemness	0.978	NS	0.247	NS			0.8	NS
(CYP24A1 + HSD17B7 + SOAT2)	KICH	-0.789993996484238	1.09119159605888e-18	17.962098987445	Underexpression	****	1.3e-18	17.8860566476932	Gene expression	Stemness	0.807	NS	0.537	NS	0.899	NS	0.761	NS
(CYP24A1 + TM7SF2)	THCA	-0.36286158681267	1.54625858045065e-17	16.8107178773825	Overexpression	****	3.5e-21	20.4559319556497	Gene expression	Stemness	0.164	NS	0.246	NS	0.668	NS	0.361	NS
(CYP26B1 + CYP27C1 + RDH8)	HNSC	-0.320323105414971	0.00307121843997335	2.51268929332533	Overexpression	****	8.7e-15	14.0604807473814	Gene expression	Stemness	0.631	NS	0.576	NS	0.989	NS	0.848	NS
(CYP26B1 + CYP2W1)	KIRP	-0.325539507323392	2.54031202050699e-34	33.5951129367415	Underexpression	****	2.6e-08	7.58502665202918	Gene expression	Stemness	0.0106	Risky	0.0307	Risky	0.2	NS	0.57	NS
(CYP26C1 + DHRS3 + RETSAT + UGT1A8 + UGT2A3)	COAD	-0.338408091836488	2.99561484004746e-07	6.52351402661846	Unchanged	ns	0.68	0.167491087293764	Gene expression	Stemness	0.422	NS	0.833	NS	0.485	NS	0.994	NS
(CYP27A1 + CYP39A1 + CYP46A1 + CYP8B1)	UCS	-0.680965051767364	9.55944940313252e-15	14.0195671211201	Underexpression	****	1e-16	16	Gene expression	Stemness	0.948	NS	0.936	NS	0.461	NS	0.379	NS
(CYP27A1 + CYP39A1 + CYP7A1)	BLCA	-0.515984364537247	1.26879217136632e-28	27.8966095096788	Underexpression	****	2.9e-12	11.537602002101	Gene expression	Stemness	0.765	NS	0.653	NS	0.362	NS	0.794	NS
(CYP27A1 + CYP7A1 + CYP8B1)	COAD	-0.578189513994411	1.6943605350719e-15	14.7709941726757	Underexpression	****	1.2e-69	68.9208187539524	Gene expression	Stemness	0.801	NS	0.515	NS	0.182	NS	0.238	NS
(CYP27A1 + CYP7A1 + CYP8B1)	READ	-0.544895381474327	2.60583566979064e-14	13.5840529754052	Underexpression	****	1.7e-24	23.7695510786217	Gene expression	Stemness	0.897	NS	0.618	NS	0.982	NS	0.508	NS
(CYP27B1 + CYP51A1 + DHCR24 + DHCR7 + FDFT1 + HSD17B7 + MSMO1 + SQLE)	STAD	0.549565677514684	7.81298337673226e-07	6.10718309971463	Overexpression	****	5.6e-37	36.2518119729938	Gene expression	Stemness	0.868	NS	0.498	NS	0.859	NS	0.817	NS
(CYP27B1 + CYP51A1 + DHCR24 + DHCR7 + LBR + NSDHL + SQLE)	ESCA	0.446305598400624	0.00116571666906069	2.93340699333001	Overexpression	****	2.6e-44	43.5850266520292	Gene expression	Stemness	0.843	NS	0.782	NS	0.792	NS	0.297	NS
(CYP27B1 + NSDHL)	BLCA	0.347598233783527	5.95356102108364e-12	11.2252231907087	Overexpression	****	5.8e-14	13.2365720064371	Gene expression	Stemness	0.554	NS	0.78	NS	0.105	NS	0.201	NS
(CYP27C1 + DHRS3)	PCPG	-0.309699211541967	0.00977399949470115	2.00992768776012	Unchanged	ns	0.97	0.0132282657337552	Gene expression	Microsatellite instability	0.94	NS	0.28	NS	0.45	NS	0.802	NS
(CYP27C1 + LRAT)	STAD	-0.52127521649752	1.17017601243253e-19	18.9317488087847	Underexpression	****	1.3e-08	7.88605664769316	Gene expression	Stemness	5.6e-05	Risky	7.32e-06	Risky	0.000254	Risky	1.11e-06	Risky
(CYP27C1 + RDH10)	PAAD	-0.526471146716254	0.00600335050608921	2.22160629958656	Overexpression	****	1.3e-43	42.8860566476932	Gene expression	Microsatellite instability	0.000298	Risky	0.00108	Risky	0.0167	Risky	0.00191	Risky
(CYP27C1 + RDH16)	HNSC	-0.189068452599638	5.49060029785851e-06	5.26038017070561	Overexpression	****	2.1e-15	14.6777807052661	Gene expression	Microsatellite instability	0.277	NS	0.386	NS	0.467	NS	0.351	NS
(CYP2A6 + CYP2C8 + UGT2B4)	BRCA	-0.348323698768595	1.29541108544873e-33	32.8875923908018	Underexpression	****	5.4e-25	24.267606240177	Gene expression	Stemness	0.61	NS	0.876	NS	0.611	NS	0.759	NS
(CYP2A6 + CYP2C8)	BRCA	-0.139761360575501	0.0127377153013815	1.89490846218774	Underexpression	****	1.8e-35	34.7447274948967	Gene expression	Microsatellite instability	0.532	NS	0.793	NS	0.604	NS	0.999	NS
(CYP2A6 + LRAT + RPE65)	KIRC	-0.413932253377827	0.00113620471419105	2.94454341313752	Overexpression	****	6.1e-26	25.2146701649892	Gene expression	Stemness	0.937	NS	0.421	NS	0.857	NS	0.24	NS
(CYP2A6 + UGT2B15)	THYM	-0.560207402852596	1.76886936700578e-11	10.7523042390425	Underexpression	****	1.5e-07	6.82390874094432	Gene expression	Stemness	0.992	NS	0.599	NS			0.68	NS
(CYP2A7 + DHRS4 + DHRS4L2)	LUAD	-0.248302094298196	0.0461671941793305	1.3356665189828	Underexpression	****	5e-45	44.301029995664	Gene expression	Stemness	0.631	NS	0.417	NS	0.496	NS	0.276	NS
(CYP2A7 + HSD17B6 + RDH5 + RDH8 + UGT1A8)	BLCA	-0.427030413377042	1.17714165710009e-18	17.9291712710605	Underexpression	****	5.7e-08	7.24412514432751	Gene expression	Stemness	0.729	NS	0.406	NS	0.381	NS	0.157	NS
(CYP2A7 + UGT1A7)	STAD	-0.268099860236987	4.85947430188192e-05	4.3134107101905	Overexpression	****	2.7e-06	5.56863623584101	Gene expression	Microsatellite instability	0.815	NS	0.412	NS	0.059	NS	0.168	NS
(CYP2B6 + CYP2C8 + CYP2C9 + CYP2E1 + CYP4F2 + CYP4F3 + EPHX2 + GGT5 + `JMJD7-PLA2G4B` + LTA4H + LTC4S + PLA2G12B + PLA2G1B + PLA2G2A + PLA2G2F + PLA2G4E + PTGDS + PTGR1 + PTGS1 + ZADH2)	KICH	-0.841324632099749	0.0434053704396418	1.36245653297579	Underexpression	****	3.5e-19	18.4559319556497	Gene expression	Stemness	0.433	NS	0.89	NS	0.918	NS	0.535	NS
(CYP2B6 + CYP2C8 + CYP2U1 + GGT1 + HPGD + PLA2G16 + PLA2G2A + PLA2G2C + PLA2G4C + TBXAS1)	LUSC	-0.670433893539428	4.61962726142447e-19	18.3353930644519	Underexpression	****	5.2e-121	120.283996656365	Gene expression	Stemness	0.279	NS	0.997	NS	0.73	NS	0.219	NS
(CYP2B6 + CYP2J2 + LTA4H + PLA2G4E)	STAD	0.303109474749328	0.0014149694087478	2.84925294936629	Overexpression	****	4.7e-69	68.3279021420643	Gene expression	Stemness	0.997	NS	0.926	NS	0.909	NS	0.409	NS
(CYP2B6 + CYP2J2)	PAAD	-0.33881979763532	0.00043940041764977	3.35713953461873	Overexpression	****	6.8e-46	45.1674910872938	Gene expression	Microsatellite instability	0.0344	Risky	0.18	NS	0.203	NS	0.211	NS
(CYP2B6 + CYP2S1 + DGAT1 + RDH13 + UGT1A3)	STAD	0.270430643817928	4.87983326052226e-06	5.31159501719242	Overexpression	****	1.6e-54	53.7958800173441	Gene expression	Stemness	0.883	NS	0.951	NS	0.539	NS	0.785	NS
(CYP2B6 + CYP4F2 + PLA2G4F)	ESCA	0.312309099654732	7.02228998644318e-05	4.15352124024923	Overexpression	****	1.6e-38	37.7958800173441	Gene expression	Stemness	0.559	NS	0.977	NS	0.115	NS	0.926	NS
(CYP2B6 + CYP4F3 + GGT5 + HRASLS2 + PLB1 + PTGES + PTGS1)	PRAD	-0.595635102522858	6.35306504969423e-52	51.1970166978556	Underexpression	****	1.4e-28	27.8538719643218	Gene expression	Stemness	0.618	NS	0.73	NS	0.825	NS	0.273	NS
(CYP2C18 + CYP2S1 + RDH12)	LUAD	-0.276528886428814	0.00658255423799089	2.18160555376947	Overexpression	****	4.1e-20	19.3872161432803	Gene expression	Stemness	0.389	NS	0.986	NS	0.545	NS	0.696	NS
(CYP2C18 + CYP2S1)	LUAD	-0.240116009588122	4.24748557844853e-07	6.37186808702298	Overexpression	****	2.2e-25	24.6575773191778	Gene expression	Microsatellite instability	0.429	NS	0.738	NS	0.802	NS	0.749	NS
